X,Y,X_U,Y_U
3,0,0,0
3.1,0,0,0
3.2,0,0,0
3.3,0,0,0
3.4,0,0,0
3.5,0,0,0
3.6,0,0,0
3.7,0,0,0
3.8,0,0,0
3.9,0,0,0
4,21,0,0
4.1,16,0,0
4.2,18,0,0
4.3,15,0,0
4.4,9,0,0
4.5,18,0,0
4.6,14,0,0
4.7,12,0,0
4.8,13,0,0
4.9,9,0,0
5,9,0,0
5.1,16,0,0
5.2,14,0,0
5.3,13,0,0
5.4,22,0,0
5.5,25,0,0
5.6,31,0,0
5.7,36,0,0
5.8,31,0,0
5.9,43,0,0
6,49,0,0
6.1,53,0,0
6.2,48,0,0
6.3,58,0,0
6.4,80,0,0
6.5,97,0,0
6.6,66,0,0
6.7,75,0,0
6.8,77,0,0
6.9,78,0,0
7,82,0,0
7.1,114,0,0
7.2,215,0,0
7.3,360,0,0
7.4,115,0,0
7.5,99,0,0
7.6,91,0,0
7.7,102,0,0
7.8,103,0,0
7.9,104,0,0
8,101,0,0
8.1,118,0,0
8.2,121,0,0
8.3,125,0,0
8.4,120,0,0
8.5,119,0,0
8.6,118,0,0
8.7,129,0,0
8.8,130,0,0
8.9,131,0,0
9,123,0,0
9.1,128,0,0
9.2,145,0,0
9.3,132,0,0
9.4,117,0,0
9.5,114,0,0
9.6,106,0,0
9.7,115,0,0
9.8,114,0,0
9.9,123,0,0
10,111,0,0
10.1,133,0,0
10.2,118,0,0
10.3,134,0,0
10.4,123,0,0
10.5,114,0,0
10.6,129,0,0
10.7,126,0,0
10.8,118,0,0
10.9,114,0,0
11,137,0,0
11.1,122,0,0
11.2,132,0,0
11.3,124,0,0
11.4,124,0,0
11.5,114,0,0
11.6,109,0,0
11.7,110,0,0
11.8,127,0,0
11.9,123,0,0
12,110,0,0
12.1,106,0,0
12.2,91,0,0
12.3,110,0,0
12.4,102,0,0
12.5,116,0,0
12.6,106,0,0
12.7,102,0,0
12.8,112,0,0
12.9,124,0,0
13,112,0,0
13.1,123,0,0
13.2,101,0,0
13.3,101,0,0
13.4,106,0,0
13.5,108,0,0
13.6,107,0,0
13.7,103,0,0
13.8,88,0,0
13.9,96,0,0
14,88,0,0
14.1,83,0,0
14.2,84,0,0
14.3,86,0,0
14.4,96,0,0
14.5,153,0,0
14.6,192,0,0
14.7,124,0,0
14.8,80,0,0
14.9,76,0,0
15,79,0,0
15.1,88,0,0
15.2,102,0,0
15.3,72,0,0
15.4,66,0,0
15.5,68,0,0
15.6,62,0,0
15.7,74,0,0
15.8,69,0,0
15.9,69,0,0
16,68,0,0
16.1,57,0,0
16.2,66,0,0
16.3,57,0,0
16.4,54,0,0
16.5,53,0,0
16.6,47,0,0
16.7,57,0,0
16.8,54,0,0
16.9,52,0,0
17,57,0,0
17.1,45,0,0
17.2,43,0,0
17.3,38,0,0
17.4,51,0,0
17.5,34,0,0
17.6,42,0,0
17.7,45,0,0
17.8,37,0,0
17.9,42,0,0
18,36,0,0
18.1,38,0,0
18.2,37,0,0
18.3,31,0,0
18.4,31,0,0
18.5,29,0,0
18.6,34,0,0
18.7,36,0,0
18.8,28,0,0
18.9,30,0,0
19,37,0,0
19.1,31,0,0
19.2,28,0,0
19.3,28,0,0
19.4,24,0,0
19.5,29,0,0
19.6,32,0,0
19.7,27,0,0
19.8,23,0,0
19.9,22,0,0
20,25,0,
,,,
