X-ray (ID 01) / Crystal angle ?_c	X-ray (ID 01) / Impulse Imp
?_c/°	Imp/# / s

0.0	12670
0.1	12773
0.2	12763
0.3	12703
0.4	12652
0.5	12690
0.6	12694
0.7	12731
0.8	12757
0.9	12747
1.0	12695
1.1	12569
1.2	12397
1.3	11349
1.4	9550
1.5	7997
1.6	8042
1.7	9230
1.8	9961
1.9	9987
2.0	9778
2.1	9247
2.2	8521
2.3	7440
2.4	5599
2.5	3765
2.6	2652
2.7	1827
2.8	1239
2.9	731
3.0	446
3.1	278
3.2	247
3.3	210
3.4	189
3.5	181
3.6	155
3.7	139
3.8	150
3.9	153
4.0	158
4.1	160
4.2	159
4.3	181
4.4	150
4.5	167
4.6	167
4.7	189
4.8	176
4.9	201
5.0	208
5.1	205
5.2	198
5.3	189
5.4	208
5.5	192
5.6	186
5.7	203
5.8	211
5.9	196
6.0	198
6.1	192
6.2	189
6.3	202
6.4	201
6.5	184
6.6	222
6.7	201
6.8	190
6.9	217
7.0	178
7.1	198
7.2	187
7.3	196
7.4	199
7.5	192
7.6	213
7.7	209
7.8	222
7.9	204
8.0	210
8.1	210
8.2	224
8.3	208
8.4	222
8.5	228
8.6	224
8.7	191
8.8	217
8.9	227
9.0	207
9.1	207
9.2	206
9.3	210
9.4	188
9.5	170
9.6	172
9.7	174
9.8	192
9.9	173
10.0	165
10.1	183
10.2	164
10.3	172
10.4	169
10.5	171
10.6	172
10.7	160
10.8	159
10.9	159
11.0	170
11.1	146
11.2	152
11.3	149
11.4	150
11.5	152
11.6	147
11.7	140
11.8	139
11.9	136
12.0	144
12.1	134
12.2	127
12.3	119
12.4	134
12.5	123
12.6	121
12.7	112
12.8	121
12.9	133
13.0	118
13.1	112
13.2	110
13.3	127
13.4	127
13.5	116
13.6	112
13.7	112
13.8	124
13.9	112
14.0	129
14.1	180
14.2	521
14.3	1728
14.4	1205
14.5	336
14.6	202
14.7	175
14.8	137
14.9	151
15.0	139
15.1	150
15.2	154
15.3	130
15.4	159
15.5	185
15.6	238
15.7	706
15.8	3267
15.9	7024
16.0	3701
16.1	570
16.2	282
16.3	189
16.4	152
16.5	107
16.6	117
16.7	94
16.8	89
16.9	93
17.0	90
17.1	104
17.2	94
17.3	90
17.4	70
17.5	72
17.6	68
17.7	76
17.8	71
17.9	64
18.0	67
18.1	75
18.2	62
18.3	65
18.4	63
18.5	68
18.6	58
18.7	59
18.8	57
18.9	59
19.0	50
19.1	46
19.2	45
19.3	42
19.4	50
19.5	55
19.6	43
19.7	40
19.8	36
19.9	44
20.0	39
20.1	48
20.2	51
20.3	50
20.4	39
20.5	35
20.6	38
20.7	30
20.8	41
20.9	37
21.0	27
21.1	36
21.2	33
21.3	33
21.4	27
21.5	31
21.6	31
21.7	34
21.8	29
21.9	23
22.0	35
22.1	27
22.2	27
22.3	27
22.4	28
22.5	30
22.6	21
22.7	22
22.8	32
22.9	20
23.0	21
23.1	31
23.2	17
23.3	25
23.4	23
23.5	23
23.6	30
23.7	26
23.8	19
23.9	28
24.0	24
24.1	24
24.2	23
24.3	26
24.4	21
24.5	18
24.6	22
24.7	23
24.8	23
24.9	20
25.0	22
25.1	21
25.2	15
25.3	20
25.4	16
25.5	22
25.6	23
25.7	16
25.8	16
25.9	20
26.0	14
26.1	23
26.2	19
26.3	25
26.4	19
26.5	20
26.6	23
26.7	17
26.8	19
26.9	18
27.0	21
27.1	18
27.2	17
27.3	17
27.4	17
27.5	14
27.6	17
27.7	12
27.8	14
27.9	17
28.0	16
28.1	13
28.2	16
28.3	14
28.4	19
28.5	21
28.6	17
28.7	22
28.8	19
28.9	17
29.0	14
29.1	22
29.2	17
29.3	29
29.4	29
29.5	141
29.6	343
29.7	176
29.8	49
29.9	33
30.0	27
