Time	X-ray (ID 01) / Impulse Imp	X-ray (ID 01) / Voltage U	X-ray (ID 01) / Current I	X-ray (ID 01) / Detector angle ?_d	X-ray (ID 01) / Crystal angle ?_c
t/s	Imp/# / s	U/kV	I/mA	?_d/°	?_c/°

683.00	9	35.0	1.00	136.6	68.3
684.00	8	35.0	1.00	136.8	68.4
685.00	8	35.0	1.00	137.0	68.5
686.00	12	35.0	1.00	137.2	68.6
687.00	10	35.0	1.00	137.4	68.7
688.00	8	35.0	1.00	137.6	68.8
689.00	4	35.0	1.00	137.8	68.9
690.00	11	35.0	1.00	138.0	69.0
691.00	10	35.0	1.00	138.2	69.1
692.00	8	35.0	1.00	138.4	69.2
693.00	8	35.0	1.00	138.6	69.3
694.00	6	35.0	1.00	138.8	69.4
695.00	7	35.0	1.00	139.0	69.5
696.00	5	35.0	1.00	139.2	69.6
697.00	6	35.0	1.00	139.4	69.7
698.00	9	35.0	1.00	139.6	69.8
699.00	21	35.0	1.00	139.8	69.9
700.00	5	35.0	1.00	140.0	70.0
701.00	7	35.0	1.00	140.2	70.1
702.00	10	35.0	1.00	140.4	70.2
703.00	9	35.0	1.00	140.6	70.3
704.00	11	35.0	1.00	140.8	70.4
705.00	7	35.0	1.00	141.0	70.5
706.00	5	35.0	1.00	141.2	70.6
707.00	7	35.0	1.00	141.4	70.7
708.00	18	35.0	1.00	141.6	70.8
709.00	11	35.0	1.00	141.8	70.9
710.00	9	35.0	1.00	142.0	71.0
711.00	12	35.0	1.00	142.2	71.1
712.00	9	35.0	1.00	142.4	71.2
713.00	11	35.0	1.00	142.6	71.3
714.00	14	35.0	1.00	142.8	71.4
715.00	10	35.0	1.00	143.0	71.5
716.00	14	35.0	1.00	143.2	71.6
717.00	14	35.0	1.00	143.4	71.7
718.00	8	35.0	1.00	143.6	71.8
719.00	9	35.0	1.00	143.8	71.9
720.00	7	35.0	1.00	144.0	72.0
721.00	7	35.0	1.00	144.2	72.1
722.00	9	35.0	1.00	144.4	72.2
723.00	6	35.0	1.00	144.6	72.3
724.00	12	35.0	1.00	144.8	72.4
725.00	10	35.0	1.00	145.0	72.5
726.00	8	35.0	1.00	145.2	72.6
727.00	8	35.0	1.00	145.4	72.7
728.00	10	35.0	1.00	145.6	72.8
729.00	13	35.0	1.00	145.8	72.9
730.00	10	35.0	1.00	146.0	73.0
731.00	12	35.0	1.00	146.2	73.1
732.00	9	35.0	1.00	146.4	73.2
733.00	10	35.0	1.00	146.6	73.3
734.00	10	35.0	1.00	146.8	73.4
735.00	9	35.0	1.00	147.0	73.5
736.00	15	35.0	1.00	147.2	73.6
737.00	15	35.0	1.00	147.4	73.7
738.00	12	35.0	1.00	147.6	73.8
739.00	14	35.0	1.00	147.8	73.9
740.00	10	35.0	1.00	148.0	74.0
741.00	4	35.0	1.00	148.2	74.1
742.00	17	35.0	1.00	148.4	74.2
743.00	12	35.0	1.00	148.6	74.3
744.00	13	35.0	1.00	148.8	74.4
745.00	9	35.0	1.00	149.0	74.5
746.00	13	35.0	1.00	149.2	74.6
747.00	9	35.0	1.00	149.4	74.7
748.00	13	35.0	1.00	149.6	74.8
749.00	12	35.0	1.00	149.8	74.9
750.00	8	35.0	1.00	150.0	75.0
