X,Y,X_U,Y_U
E_A#5 / keV,N_A#5,,
1123.4,0,0,0
1124.4,0,0,0
1125.3,0,0,0
1126.2,17,0,0
1127.2,45,0,0
1128.1,55,0,0
1129,58,0,0
1130,64,0,0
1130.9,58,0,0
1131.8,80,0,0
1132.8,74,0,0
1133.7,85,0,0
1134.7,82,0,0
1135.6,93,0,0
1136.5,115,0,0
1137.5,101,0,0
1138.4,100,0,0
1139.3,119,0,0
1140.3,103,0,0
1141.2,107,0,0
1142.1,131,0,0
1143.1,129,0,0
1144,121,0,0
1144.9,127,0,0
1145.9,154,0,0
1146.8,128,0,0
1147.7,169,0,0
1148.7,140,0,0
1149.6,167,0,0
1150.6,189,0,0
1151.5,204,0,0
1152.4,207,0,0
1153.4,218,0,0
1154.3,266,0,0
1155.2,271,0,0
1156.2,251,0,0
1157.1,243,0,0
1158,246,0,0
1159,233,0,0
1159.9,227,0,0
1160.8,241,0,0
1161.8,217,0,0
1162.7,226,0,0
1163.6,209,0,0
1164.6,214,0,0
1165.5,211,0,0
1166.5,196,0,0
1167.4,206,0,0
1168.3,188,0,0
1169.3,214,0,0
1170.2,215,0,0
1171.1,206,0,0
1172.1,215,0,0
1173,207,0,0
1173.9,200,0,0
1174.9,197,0,0
1175.8,199,0,0
1176.7,185,0,0
1177.7,168,0,0
1178.6,193,0,0
1179.5,173,0,0
1180.5,167,0,0
1181.4,175,0,0
1182.4,175,0,0
1183.3,172,0,0
1184.2,172,0,0
1185.2,180,0,0
1186.1,176,0,0
1187,171,0,0
1188,154,0,0
1188.9,178,0,0
1189.8,177,0,0
1190.8,199,0,0
1191.7,170,0,0
1192.6,186,0,0
1193.6,166,0,0
1194.5,177,0,0
1195.4,143,0,0
1196.4,187,0,0
1197.3,164,0,0
1198.3,167,0,0
1199.2,160,0,0
1200.1,171,0,0
1201.1,152,0,0
1202,183,0,0
1202.9,151,0,0
1203.9,152,0,0
1204.8,141,0,0
1205.7,148,0,0
1206.7,155,0,0
1207.6,151,0,0
1208.5,149,0,0
1209.5,144,0,0
1210.4,157,0,0
1211.3,158,0,0
1212.3,155,0,0
1213.2,142,0,0
1214.2,146,0,0
1215.1,144,0,0
1216,143,0,0
1217,122,0,0
1217.9,120,0,0
1218.8,132,0,0
1219.8,134,0,0
1220.7,118,0,0
1221.6,119,0,0
1222.6,123,0,0
1223.5,110,0,0
1224.4,121,0,0
1225.4,105,0,0
1226.3,117,0,0
1227.2,129,0,0
1228.2,130,0,0
1229.1,146,0,0
1230.1,114,0,0
1231,116,0,0
1231.9,127,0,0
1232.9,98,0,0
1233.8,108,0,0
1234.7,118,0,0
1235.7,106,0,0
1236.6,114,0,0
1237.5,130,0,0
1238.5,104,0,0
1239.4,112,0,0
1240.3,111,0,0
1241.3,102,0,0
1242.2,116,0,0
1243.1,98,0,0
1244.1,99,0,0
1245,104,0,0
1246,111,0,0
1246.9,116,0,0
1247.8,78,0,0
1248.8,96,0,0
1249.7,104,0,0
1250.6,106,0,0
1251.6,111,0,0
1252.5,117,0,0
1253.4,92,0,0
1254.4,99,0,0
1255.3,111,0,0
1256.2,100,0,0
1257.2,86,0,0
1258.1,90,0,0
1259,89,0,0
1260,89,0,0
1260.9,91,0,0
1261.9,90,0,0
1262.8,95,0,0
1263.7,89,0,0
1264.7,86,0,0
1265.6,101,0,0
1266.5,107,0,0
1267.5,91,0,0
1268.4,91,0,0
1269.3,96,0,0
1270.3,103,0,0
1271.2,92,0,0
1272.1,90,0,0
1273.1,93,0,0
1274,91,0,0
1274.9,108,0,0
1275.9,88,0,0
1276.8,79,0,0
1277.8,71,0,0
1278.7,96,0,0
1279.6,94,0,0
1280.6,81,0,0
1281.5,88,0,0
1282.4,74,0,0
1283.4,82,0,0
1284.3,91,0,0
1285.2,86,0,0
1286.2,82,0,0
1287.1,77,0,0
1288,81,0,0
1289,71,0,0
1289.9,73,0,0
1290.8,75,0,0
1291.8,84,0,0
1292.7,69,0,0
1293.7,77,0,0
1294.6,74,0,0
1295.5,72,0,0
1296.5,104,0,0
1297.4,89,0,0
1298.3,78,0,0
1299.3,83,0,0
1300.2,75,0,0
1301.1,64,0,0
1302.1,87,0,0
1303,52,0,0
1303.9,75,0,0
1304.9,84,0,0
1305.8,72,0,0
1306.7,69,0,0
1307.7,66,0,0
1308.6,65,0,0
1309.6,65,0,0
1310.5,67,0,0
1311.4,64,0,0
1312.4,56,0,0
1313.3,55,0,0
1314.2,69,0,0
1315.2,55,0,0
1316.1,68,0,0
1317,74,0,0
1318,65,0,0
1318.9,70,0,0
1319.8,62,0,0
1320.8,71,0,0
1321.7,66,0,0
1322.6,74,0,0
1323.6,61,0,0
1324.5,75,0,0
1325.5,73,0,0
1326.4,83,0,0
1327.3,64,0,0
1328.3,61,0,0
1329.2,56,0,0
1330.1,73,0,0
1331.1,83,0,0
1332,86,0,0
1332.9,79,0,0
1333.9,74,0,0
1334.8,82,0,0
1335.7,79,0,0
1336.7,78,0,0
1337.6,73,0,0
1338.5,85,0,0
1339.5,86,0,0
1340.4,85,0,0
1341.4,99,0,0
1342.3,92,0,0
1343.2,94,0,0
1344.2,104,0,0
1345.1,115,0,0
1346,100,0,0
1347,106,0,0
1347.9,105,0,0
1348.8,102,0,0
1349.8,89,0,0
1350.7,98,0,0
1351.6,93,0,0
1352.6,87,0,0
1353.5,103,0,0
1354.4,93,0,0
1355.4,105,0,0
1356.3,93,0,0
1357.3,86,0,0
1358.2,94,0,0
1359.1,79,0,0
