X,Y,X_U,Y_U
Energy,Impulses,,
16.67,1,0,0
16.68,1,0,0
16.69,1,0,0
16.7,1,0,0
16.71,1,0,0
16.71,1,0,0
16.72,2,0,0
16.73,0,0,0
16.74,3,0,0
16.74,2,0,0
16.75,0,0,0
16.76,1,0,0
16.77,0,0,0
16.77,1,0,0
16.78,0,0,0
16.79,1,0,0
16.8,3,0,0
16.8,0,0,0
16.81,0,0,0
16.82,1,0,0
16.83,2,0,0
16.83,0,0,0
16.84,1,0,0
16.85,2,0,0
16.86,1,0,0
16.86,1,0,0
16.87,3,0,0
16.88,1,0,0
16.89,1,0,0
16.89,1,0,0
16.9,1,0,0
16.91,0,0,0
16.92,1,0,0
16.92,1,0,0
16.93,1,0,0
16.94,0,0,0
16.95,3,0,0
16.96,1,0,0
16.96,1,0,0
16.97,0,0,0
16.98,3,0,0
16.99,0,0,0
16.99,1,0,0
17,3,0,0
17.01,0,0,0
17.02,2,0,0
17.02,0,0,0
17.03,1,0,0
17.04,3,0,0
17.05,1,0,0
17.05,3,0,0
17.06,2,0,0
17.07,0,0,0
17.08,0,0,0
17.08,3,0,0
17.09,4,0,0
17.1,1,0,0
17.11,1,0,0
17.11,2,0,0
17.12,2,0,0
17.13,2,0,0
17.14,1,0,0
17.14,2,0,0
17.15,2,0,0
17.16,5,0,0
17.17,4,0,0
17.17,2,0,0
17.18,3,0,0
17.19,3,0,0
17.2,1,0,0
17.21,1,0,0
17.21,3,0,0
17.22,5,0,0
17.23,0,0,0
17.24,7,0,0
17.24,3,0,0
17.25,3,0,0
17.26,5,0,0
17.27,4,0,0
17.27,4,0,0
17.28,5,0,0
17.29,6,0,0
17.3,1,0,0
17.3,5,0,0
17.31,5,0,0
17.32,4,0,0
17.33,3,0,0
17.33,3,0,0
17.34,1,0,0
17.35,1,0,0
17.36,4,0,0
17.36,2,0,0
17.37,1,0,0
17.38,6,0,0
17.39,3,0,0
17.39,4,0,0
17.4,5,0,0
17.41,3,0,0
17.42,5,0,0
17.42,3,0,0
17.43,6,0,0
17.44,4,0,0
17.45,6,0,0
17.46,5,0,0
17.46,4,0,0
17.47,2,0,0
17.48,6,0,0
17.49,4,0,0
17.49,5,0,0
17.5,2,0,0
17.51,1,0,0
17.52,2,0,0
17.52,10,0,0
17.53,2,0,0
17.54,4,0,0
17.55,1,0,0
17.55,7,0,0
17.56,6,0,0
17.57,5,0,0
17.58,1,0,0
17.58,5,0,0
17.59,6,0,0
17.6,8,0,0
17.61,3,0,0
17.61,4,0,0
17.62,4,0,0
17.63,2,0,0
17.64,10,0,0
17.64,3,0,0
17.65,2,0,0
17.66,3,0,0
17.67,6,0,0
17.67,5,0,0
17.68,2,0,0
17.69,5,0,0
17.7,3,0,0
17.71,3,0,0
17.71,4,0,0
17.72,2,0,0
17.73,7,0,0
17.74,3,0,0
17.74,2,0,0
17.75,2,0,0
17.76,5,0,0
17.77,4,0,0
17.77,2,0,0
17.78,3,0,0
17.79,3,0,0
17.8,3,0,0
17.8,6,0,0
17.81,1,0,0
17.82,0,0,0
17.83,1,0,0
17.83,3,0,0
17.84,7,0,0
17.85,1,0,0
17.86,2,0,0
17.86,1,0,0
17.87,2,0,0
17.88,1,0,0
17.89,0,0,0
17.89,3,0,0
17.9,5,0,0
17.91,1,0,0
17.92,3,0,0
17.93,1,0,0
17.93,4,0,0
17.94,0,0,0
17.95,4,0,0
17.96,4,0,0
17.96,3,0,0
17.97,3,0,0
17.98,0,0,0
17.99,4,0,0
17.99,0,0,0
18,3,0,0
18.01,2,0,0
18.02,1,0,0
18.02,3,0,0
18.03,2,0,0
18.04,1,0,0
18.05,0,0,0
18.05,0,0,0
18.06,4,0,0
18.07,0,0,0
18.08,4,0,0
18.08,0,0,0
18.09,2,0,0
18.1,2,0,0
18.11,3,0,0
18.11,1,0,0
18.12,0,0,0
18.13,3,0,0
18.14,0,0,0
18.14,2,0,0
18.15,1,0,0
18.16,1,0,0
18.17,0,0,0
18.18,2,0,0
18.18,2,0,0
18.19,0,0,0
18.2,0,0,0
18.21,0,0,0
18.21,0,0,0
18.22,1,0,0
18.23,0,0,0
18.24,0,0,0
18.24,0,0,0
18.25,0,0,0
18.26,1,0,0
18.27,2,0,0
18.27,1,0,0
18.28,2,0,0
18.29,1,0,0
18.3,2,0,0
18.3,0,0,0
18.31,0,0,0
18.32,2,0,0
18.33,0,0,0
18.33,1,0,0
18.34,0,0,0
18.35,2,0,0
18.36,1,0,0
18.36,0,0,0
18.37,1,0,0
18.38,0,0,0
18.39,3,0,0
18.39,0,0,0
18.4,0,0,0
18.41,0,0,0
18.42,1,0,0
18.43,1,0,0
18.43,1,0,0
18.44,2,0,0
18.45,1,0,0
18.46,3,0,0
18.46,3,0,0
18.47,2,0,0
18.48,0,0,0
18.49,1,0,0
18.49,1,0,0
18.5,0,0,0
18.51,2,0,0
