X,Y,X_U,Y_U
E_A#5 / keV,N_A#5,,
-214.5,0,0,0
-210.9,0,0,0
-207.3,0,0,0
-203.7,60,0,0
-200.1,216,0,0
-196.5,238,0,0
-192.8,273,0,0
-189.2,245,0,0
-185.6,302,0,0
-182,287,0,0
-178.4,356,0,0
-174.8,333,0,0
-171.2,354,0,0
-167.6,365,0,0
-164,369,0,0
-160.4,421,0,0
-156.8,423,0,0
-153.2,368,0,0
-149.6,416,0,0
-146,417,0,0
-142.4,427,0,0
-138.8,473,0,0
-135.2,439,0,0
-131.6,489,0,0
-127.9,483,0,0
-124.3,542,0,0
-120.7,640,0,0
-117.1,630,0,0
-113.5,666,0,0
-109.9,652,0,0
-106.3,645,0,0
-102.7,609,0,0
-99.1,576,0,0
-95.5,606,0,0
-91.9,575,0,0
-88.3,569,0,0
-84.7,590,0,0
-81.1,559,0,0
-77.5,555,0,0
-73.9,558,0,0
-70.3,556,0,0
-66.7,638,0,0
-63,576,0,0
-59.4,627,0,0
-55.8,635,0,0
-52.2,636,0,0
-48.6,651,0,0
-45,642,0,0
-41.4,648,0,0
-37.8,632,0,0
-34.2,612,0,0
-30.6,662,0,0
-27,671,0,0
-23.4,643,0,0
-19.8,661,0,0
-16.2,655,0,0
-12.6,653,0,0
-9,691,0,0
-5.4,715,0,0
-1.8,672,0,0
1.9,682,0,0
5.5,668,0,0
9.1,684,0,0
12.7,666,0,0
16.3,706,0,0
19.9,693,0,0
23.5,752,0,0
27.1,773,0,0
30.7,749,0,0
34.3,771,0,0
37.9,832,0,0
41.5,860,0,0
45.1,912,0,0
48.7,906,0,0
52.3,923,0,0
55.9,847,0,0
59.5,942,0,0
63.1,849,0,0
66.8,884,0,0
70.4,776,0,0
74,786,0,0
77.6,795,0,0
81.2,755,0,0
84.8,754,0,0
88.4,733,0,0
92,661,0,0
95.6,674,0,0
99.2,690,0,0
102.8,678,0,0
106.4,589,0,0
110,623,0,0
113.6,598,0,0
117.2,606,0,0
120.8,579,0,0
124.4,655,0,0
128,626,0,0
131.7,589,0,0
135.3,609,0,0
138.9,607,0,0
142.5,545,0,0
146.1,572,0,0
149.7,527,0,0
153.3,555,0,0
156.9,548,0,0
160.5,583,0,0
164.1,582,0,0
