X,Y,X_U,Y_U
E_A#10 / keV,N_A#10,,
-214.5,0,0,0
-210.9,0,0,0
-207.3,0,0,0
-203.7,74,0,0
-200.1,204,0,0
-196.5,225,0,0
-192.8,255,0,0
-189.2,305,0,0
-185.6,312,0,0
-182,294,0,0
-178.4,316,0,0
-174.8,333,0,0
-171.2,375,0,0
-167.6,388,0,0
-164,370,0,0
-160.4,393,0,0
-156.8,403,0,0
-153.2,371,0,0
-149.6,445,0,0
-146,425,0,0
-142.4,396,0,0
-138.8,444,0,0
-135.2,449,0,0
-131.6,482,0,0
-127.9,514,0,0
-124.3,570,0,0
-120.7,603,0,0
-117.1,550,0,0
-113.5,591,0,0
-109.9,654,0,0
-106.3,590,0,0
-102.7,625,0,0
-99.1,639,0,0
-95.5,624,0,0
-91.9,606,0,0
-88.3,608,0,0
-84.7,596,0,0
-81.1,620,0,0
-77.5,689,0,0
-73.9,690,0,0
-70.3,698,0,0
-66.7,715,0,0
-63,697,0,0
-59.4,744,0,0
-55.8,738,0,0
-52.2,744,0,0
-48.6,783,0,0
-45,792,0,0
-41.4,748,0,0
-37.8,855,0,0
-34.2,840,0,0
-30.6,831,0,0
-27,786,0,0
-23.4,763,0,0
-19.8,834,0,0
-16.2,806,0,0
-12.6,803,0,0
-9,768,0,0
-5.4,824,0,0
-1.8,773,0,0
1.9,790,0,0
5.5,755,0,0
9.1,802,0,0
12.7,810,0,0
16.3,805,0,0
19.9,789,0,0
23.5,847,0,0
27.1,823,0,0
30.7,845,0,0
34.3,809,0,0
37.9,854,0,0
41.5,895,0,0
45.1,898,0,0
48.7,888,0,0
52.3,855,0,0
55.9,845,0,0
59.5,875,0,0
63.1,835,0,0
66.8,819,0,0
70.4,780,0,0
74,739,0,0
77.6,728,0,0
81.2,695,0,0
84.8,696,0,0
88.4,671,0,0
92,634,0,0
95.6,635,0,0
99.2,695,0,0
102.8,684,0,0
106.4,634,0,0
110,631,0,0
113.6,594,0,0
117.2,585,0,0
120.8,571,0,0
124.4,576,0,0
128,610,0,0
131.7,613,0,0
135.3,617,0,0
138.9,616,0,0
142.5,569,0,0
146.1,595,0,0
149.7,566,0,0
153.3,626,0,0
156.9,612,0,0
160.5,581,0,0
164.1,589,0,0
167.7,564,0,0
171.3,557,0,0
174.9,555,0,0
178.5,558,0,0
182.1,568,0,0
185.7,535,0,0
189.3,548,0,0
192.9,555,0,0
196.5,535,0,0
200.2,484,0,0
203.8,553,0,0
207.4,539,0,0
211,553,0,0
214.6,498,0,0
218.2,512,0,0
221.8,528,0,0
225.4,510,0,0
229,547,0,0
232.6,539,0,0
236.2,479,0,0
239.8,505,0,0
243.4,511,0,0
247,517,0,0
250.6,491,0,0
254.2,519,0,0
257.8,509,0,0
261.4,507,0,0
265.1,501,0,0
268.7,527,0,0
272.3,488,0,0
275.9,518,0,0
279.5,495,0,0
283.1,514,0,0
286.7,475,0,0
290.3,472,0,0
293.9,478,0,0
297.5,482,0,0
301.1,503,0,0
304.7,503,0,0
308.3,462,0,0
311.9,484,0,0
315.5,511,0,0
319.1,479,0,0
322.7,400,0,0
326.3,489,0,0
330,447,0,0
333.6,480,0,0
337.2,531,0,0
340.8,470,0,0
344.4,488,0,0
348,495,0,0
351.6,456,0,0
355.2,427,0,0
