Bright spot, x , y, L, D, Theta, sin(theta), avg_intensity 
#1,159.0,16.0,15.341088357740466,,=0.5 * ATAN(D2/E2),=SIN(F2),0.6071147505777784,
#2,144.0,78.0,15.72174036167752,,=0.5 * ATAN(D3/E3),=SIN(F3),0.5968671148963842,
