Bright spot, x , y, L, D, Theta
#1,211.0,109.0,2.2799141036451354e-05,,=0.5 * ATAN(D2/E2),
#2,114.0,194.0,2.1601493281715502e-05,,=0.5 * ATAN(D3/E3),
#3,55.0,238.0,2.3450149338543665e-05,,=0.5 * ATAN(D4/E4),
#4,26.0,125.0,1.2256835480661394e-05,,=0.5 * ATAN(D5/E5),
#5,32.0,220.0,2.134224880372263e-05,,=0.5 * ATAN(D6/E6),
#6,65.0,85.0,1.0272448588335693e-05,,=0.5 * ATAN(D7/E7),
#7,90.0,221.0,2.290782084791131e-05,,=0.5 * ATAN(D8/E8),
#8,209.0,94.0,2.1999924363506346e-05,,=0.5 * ATAN(D9/E9),
#9,226.0,54.0,2.2306731540053105e-05,,=0.5 * ATAN(D10/E10),
