Bright spot, x , y, L, D, Theta, sin(theta), avg_intensity 
#1,250.0,131.0,27.095309114309806,,=0.5 * ATAN(D2/E2),=SIN(F2),0,
#2,233.0,130.0,25.614016163030744,,=0.5 * ATAN(D3/E3),=SIN(F3),0.5768169054173111,
#3,202.0,250.0,30.85530204033012,,=0.5 * ATAN(D4/E4),=SIN(F4),0,
#4,187.0,68.0,19.10207025429443,,=0.5 * ATAN(D5/E5),=SIN(F5),0.5955243780667481,
#5,177.0,142.0,21.784386335171344,,=0.5 * ATAN(D6/E6),=SIN(F6),0.6071665300874226,
#6,164.0,30.0,16.005247139610184,,=0.5 * ATAN(D7/E7),=SIN(F7),0.5954712648424616,
#7,141.0,41.0,14.096644707163474,,=0.5 * ATAN(D8/E8),=SIN(F8),0.5995300112947172,
#8,141.0,68.0,15.027910034332784,,=0.5 * ATAN(D9/E9),=SIN(F9),0.5897115998535877,
#9,138.0,232.0,25.91431048667898,,=0.5 * ATAN(D10/E10),=SIN(F10),0.6026010336355164,
#10,130.0,200.0,22.899572048403,,=0.5 * ATAN(D11/E11),=SIN(F11),0.5981957300415718,
#11,130.0,237.0,25.95002705200902,,=0.5 * ATAN(D12/E12),=SIN(F12),0.6037846808637883,
#12,127.0,173.0,20.60268254378541,,=0.5 * ATAN(D13/E13),=SIN(F13),0.5961794359360283,
#13,120.0,216.0,23.721131844834048,,=0.5 * ATAN(D14/E14),=SIN(F14),0.5968572297172703,
#14,118.0,203.0,22.541200677869845,,=0.5 * ATAN(D15/E15),=SIN(F15),0.6021880261231174,
#15,116.0,187.0,21.125453841278773,,=0.5 * ATAN(D16/E16),=SIN(F16),0.5999730137661172,
#16,113.0,240.0,25.466069661414185,,=0.5 * ATAN(D17/E17),=SIN(F17),0.5989171912092804,
#17,112.0,175.0,19.946064875057434,,=0.5 * ATAN(D18/E18),=SIN(F18),0.6034108975285446,
#18,111.0,246.0,25.908797579200776,,=0.5 * ATAN(D19/E19),=SIN(F19),0.6108450327517265,
#19,103.0,203.0,21.853024687671954,,=0.5 * ATAN(D20/E20),=SIN(F20),0.6051552197596822,
#20,96.0,238.0,24.636675100345823,,=0.5 * ATAN(D21/E21),=SIN(F21),0.5935501371606848,
#21,93.0,154.0,17.270664144728194,,=0.5 * ATAN(D22/E22),=SIN(F22),0.6031724760595619,
#22,91.0,214.0,22.324283459945587,,=0.5 * ATAN(D23/E23),=SIN(F23),0.6035662560341397,
#23,89.0,247.0,25.20434248299289,,=0.5 * ATAN(D24/E24),=SIN(F24),0.604233220866081,
#24,74.0,242.0,24.293880710993868,,=0.5 * ATAN(D25/E25),=SIN(F25),0.6083900607227178,
#25,58.0,226.0,22.399085695626063,,=0.5 * ATAN(D26/E26),=SIN(F26),0.5964205558526045,
#26,52.0,80.0,9.1598288193612,,=0.5 * ATAN(D27/E27),=SIN(F27),0.5970041200104187,
#27,141.0,35.0,13.946788017317822,,=0.5 * ATAN(D28/E28),=SIN(F28),0.6106653455248066,
#28,190.0,66.0,19.30912986128583,,=0.5 * ATAN(D29/E29),=SIN(F29),0.6009328524541506,
#29,245.0,58.0,24.170085312220145,,=0.5 * ATAN(D30/E30),=SIN(F30),0.6026444529118327,
