Bright spot, x , y, L, D, Theta, sin(theta), avg_intensity 
#1,-212.0,-123.0,23.529402202351,,=0.5 * ATAN(D2/E2),=SIN(F2),0.4817410238763733,
#2,-207.0,-149.0,24.48470543012515,,=0.5 * ATAN(D3/E3),=SIN(F3),0.4819222521601279,
#3,-157.0,18.0,15.170733930828794,,=0.5 * ATAN(D4/E4),=SIN(F4),0.4453124128580518,
#4,-153.0,-62.0,15.848143361289992,,=0.5 * ATAN(D5/E5),=SIN(F5),0.44787549858543774,
#5,-144.0,-77.0,15.67624444820889,,=0.5 * ATAN(D6/E6),=SIN(F6),0.4528592763886881,
#6,-85.0,-245.0,24.895300761388683,,=0.5 * ATAN(D7/E7),=SIN(F7),0.44694519339549765,
#7,-64.0,-152.0,15.832725602371816,,=0.5 * ATAN(D8/E8),=SIN(F8),0.44833753631928075,
#8,-39.0,-164.0,16.18304890927541,,=0.5 * ATAN(D9/E9),=SIN(F9),0.42923284708274567,
#9,28.0,-152.0,14.837513538325753,,=0.5 * ATAN(D10/E10),=SIN(F10),0.7695792301322354,
#10,57.0,-153.0,15.674186677464322,,=0.5 * ATAN(D11/E11),=SIN(F11),0.7405229311923024,
#11,67.0,-87.0,10.541656795779305,,=0.5 * ATAN(D12/E12),=SIN(F12),0.7619484292912285,
#12,98.0,-223.0,23.384031474491305,,=0.5 * ATAN(D13/E13),=SIN(F13),0.7361678761273082,
#13,128.0,-52.0,13.263295518082977,,=0.5 * ATAN(D14/E14),=SIN(F14),0.7683434863962247,
#14,133.0,-220.0,24.67946968636077,,=0.5 * ATAN(D15/E15),=SIN(F15),0.7375553014498247,
#15,138.0,-126.0,17.939418050761848,,=0.5 * ATAN(D16/E16),=SIN(F16),0.7294035691601615,
#16,149.0,-1.0,14.304322144023464,,=0.5 * ATAN(D17/E17),=SIN(F17),0.7111138956980743,
#17,152.0,-41.0,15.113522421990183,,=0.5 * ATAN(D18/E18),=SIN(F18),0.7535638164441409,
#18,211.0,-114.0,23.023394015652862,,=0.5 * ATAN(D19/E19),=SIN(F19),0.7243361633393508,
#19,236.0,-95.0,24.42270943200201,,=0.5 * ATAN(D20/E20),=SIN(F20),0.7216765837455492,
