X,Y,X_U,Y_U,
3.0,76.51506872369738,0.0,0.0,
3.1,107.95121503196323,0.0,0.0,
3.2,109.01782554231902,0.0,0.0,
3.3,84.23655052008131,0.0,0.0,
3.4,73.67631519571846,0.0,0.0,
3.5,89.32945604898968,0.0,0.0,
3.6,85.55875747592465,0.0,0.0,
3.7,64.2565959921042,0.0,0.0,
3.8,73.34171448559687,0.0,0.0,
3.9,85.66104957770574,0.0,0.0,
4.0,67.00967632742646,0.0,0.0,
4.1,65.3132170669604,0.0,0.0,
4.2,84.49956024781244,0.0,0.0,
4.3,77.19839323116848,0.0,0.0,
4.4,78.60394689711798,0.0,0.0,
4.5,111.24732705546865,0.0,0.0,
4.6,107.67598948759003,0.0,0.0,
4.7,75.73380888410018,0.0,0.0,
4.8,76.57970274646718,0.0,0.0,
4.9,75.60783352018493,0.0,0.0,
5.0,74.40147046088302,0.0,0.0,
5.1,150.86782703719172,0.0,0.0,
5.2,235.41841526787633,0.0,0.0,
5.3,204.03471725951024,0.0,0.0,
5.4,129.18463663651227,0.0,0.0,
5.5,110.1085208623769,0.0,0.0,
5.6,101.71718116369208,0.0,0.0,
5.7,90.32295535376718,0.0,0.0,
5.8,114.2154945488335,0.0,0.0,
5.9,128.59760278540244,0.0,0.0,
6.0,109.57716288841256,0.0,0.0,
6.1,113.3712484316047,0.0,0.0,
6.2,131.88189967460366,0.0,0.0,
6.3,121.82611204198122,0.0,0.0,
6.4,114.054276347556,0.0,0.0,
6.5,127.71469167383327,0.0,0.0,
6.6,131.83575330445842,0.0,0.0,
6.7,128.17014944306666,0.0,0.0,
6.8,126.86829927136974,0.0,0.0,
6.9,116.29159176967468,0.0,0.0,
7.0,112.21266329443003,0.0,0.0,
7.1,124.13801439696493,0.0,0.0,
7.2,123.52890839874664,0.0,0.0,
7.3,112.95247419841093,0.0,0.0,
7.4,117.25958118940143,0.0,0.0,
7.5,122.45917086012473,0.0,0.0,
7.6,117.02243714701537,0.0,0.0,
7.7,114.8614916044838,0.0,0.0,
7.8,113.48263561153814,0.0,0.0,
7.9,111.69031711666273,0.0,0.0,
8.0,119.61304693080966,0.0,0.0,
8.1,121.06325122729731,0.0,0.0,
8.2,105.90753544751509,0.0,0.0,
8.3,100.57108476310093,0.0,0.0,
8.4,110.01449098024037,0.0,0.0,
8.5,110.33368700536542,0.0,0.0,
8.6,103.51121251477169,0.0,0.0,
8.7,105.8113674859769,0.0,0.0,
8.8,114.43842176483064,0.0,0.0,
8.9,116.87630240768503,0.0,0.0,
9.0,105.78597249918829,0.0,0.0,
9.1,94.2478154773204,0.0,0.0,
9.2,102.24886088596736,0.0,0.0,
9.3,112.35973106040929,0.0,0.0,
9.4,99.01158410688855,0.0,0.0,
9.5,85.9186239857945,0.0,0.0,
9.6,96.82748358318618,0.0,0.0,
9.7,105.86859718552509,0.0,0.0,
9.8,96.90596903433813,0.0,0.0,
9.9,106.45889109829766,0.0,0.0,
10.0,171.76551780571242,0.0,0.0,
10.1,254.71575538625837,0.0,0.0,
10.2,256.94247081906343,0.0,0.0,
10.3,167.58902230956863,0.0,0.0,
10.4,102.58558717954776,0.0,0.0,
10.5,104.9171503974062,0.0,0.0,
10.6,100.17131146004647,0.0,0.0,
10.7,89.93295328223927,0.0,0.0,
10.8,109.66601116493048,0.0,0.0,
10.9,100.21390764577274,0.0,0.0,
11.0,75.46538278677998,0.0,0.0,
11.1,111.71155836359394,0.0,0.0,
11.2,112.16171840886649,0.0,0.0,
11.3,73.6067744276398,0.0,0.0,
11.4,303.4172727629695,0.0,0.0,
11.5,776.2679965464199,0.0,0.0,
11.6,910.6880021351805,0.0,0.0,
11.7,523.7739557829725,0.0,0.0,
11.8,145.5610862946112,0.0,0.0,
11.9,85.42574584098013,0.0,0.0,
12.0,114.6013985973447,0.0,0.0,
12.1,88.59327539466723,0.0,0.0,
