X,Y,X_U,Y_U,
3.0,430.9653478960997,0.0,0.0,
3.1,283.12369095678275,0.0,0.0,
3.2,245.41314090142825,0.0,0.0,
3.3,215.46676219517371,0.0,0.0,
3.4,174.09627426962047,0.0,0.0,
3.5,206.89449286306734,0.0,0.0,
3.6,121.19823510276778,0.0,0.0,
3.7,174.04503164557147,0.0,0.0,
3.8,121.6444112715759,0.0,0.0,
3.9,168.15894188662568,0.0,0.0,
4.0,159.0172632631875,0.0,0.0,
4.1,144.14900638811196,0.0,0.0,
4.2,184.7390868699116,0.0,0.0,
4.3,152.04609888350757,0.0,0.0,
4.4,176.04127033245413,0.0,0.0,
4.5,147.6381574650046,0.0,0.0,
4.6,179.00583340089818,0.0,0.0,
4.7,182.46267502239888,0.0,0.0,
4.8,180.06561707224927,0.0,0.0,
4.9,197.0116543006814,0.0,0.0,
5.0,212.4698086783855,0.0,0.0,
5.1,201.57820498558905,0.0,0.0,
5.2,197.5596181277883,0.0,0.0,
5.3,195.91303222262545,0.0,0.0,
5.4,193.72324128455244,0.0,0.0,
5.5,211.9405746926023,0.0,0.0,
5.6,164.5035681159351,0.0,0.0,
5.7,220.75477984272266,0.0,0.0,
5.8,201.6640995518838,0.0,0.0,
5.9,194.56559607174674,0.0,0.0,
6.0,209.3020767923245,0.0,0.0,
6.1,174.75380190955553,0.0,0.0,
6.2,206.58189659334127,0.0,0.0,
6.3,189.4193782804579,0.0,0.0,
6.4,205.3666684774074,0.0,0.0,
6.5,187.8749429168765,0.0,0.0,
6.6,212.91821979580186,0.0,0.0,
6.7,210.44334157158372,0.0,0.0,
6.8,184.94609693096862,0.0,0.0,
6.9,214.8490518124317,0.0,0.0,
7.0,187.14257730179173,0.0,0.0,
7.1,185.05487890952494,0.0,0.0,
7.2,198.74806883747988,0.0,0.0,
7.3,190.42453211068886,0.0,0.0,
7.4,195.275040069718,0.0,0.0,
7.5,205.1524489402935,0.0,0.0,
7.6,193.37849307183507,0.0,0.0,
7.7,230.02968136360568,0.0,0.0,
7.8,205.0568659235014,0.0,0.0,
7.9,212.67535050392414,0.0,0.0,
8.0,211.233563006761,0.0,0.0,
8.1,200.0867531181247,0.0,0.0,
8.2,239.09162242600073,0.0,0.0,
8.3,192.27146013348312,0.0,0.0,
8.4,234.16516002183002,0.0,0.0,
8.5,222.20262287715752,0.0,0.0,
8.6,222.45814928464097,0.0,0.0,
8.7,199.21887362663455,0.0,0.0,
8.8,203.78834214136413,0.0,0.0,
8.9,243.18086445629274,0.0,0.0,
9.0,189.75541943040483,0.0,0.0,
9.1,223.62845088290533,0.0,0.0,
9.2,191.59860521299296,0.0,0.0,
9.3,220.4442329611062,0.0,0.0,
9.4,183.33357265035568,0.0,0.0,
9.5,167.34715251784095,0.0,0.0,
9.6,182.6035828472988,0.0,0.0,
9.7,156.34963365174056,0.0,0.0,
9.8,213.97884944163306,0.0,0.0,
9.9,150.90231754581706,0.0,0.0,
10.0,182.47255717069334,0.0,0.0,
10.1,174.0823154808949,0.0,0.0,
10.2,162.53538678403265,0.0,0.0,
10.3,182.84189441566343,0.0,0.0,
10.4,152.44743160966868,0.0,0.0,
10.5,188.03934087198843,0.0,0.0,
10.6,159.53901991359393,0.0,0.0,
10.7,164.72279278944868,0.0,0.0,
10.8,162.12965616645423,0.0,0.0,
10.9,151.0305433525594,0.0,0.0,
11.0,177.73275874677466,0.0,0.0,
11.1,143.7708602222865,0.0,0.0,
11.2,145.302809134536,0.0,0.0,
11.3,164.74287875109667,0.0,0.0,
11.4,128.72348833301155,0.0,0.0,
11.5,172.6347691898817,0.0,0.0,
11.6,133.87711778375922,0.0,0.0,
11.7,140.35648705159937,0.0,0.0,
11.8,153.1863397768787,0.0,0.0,
11.9,109.74665609352336,0.0,0.0,
12.0,176.17090491186917,0.0,0.0,
12.1,104.00306733004646,0.0,0.0,
12.2,147.08920013199275,0.0,0.0,
12.3,114.07956238729042,0.0,0.0,
12.4,122.24083076515166,0.0,0.0,
12.5,149.08978270553015,0.0,0.0,
12.6,85.81594716988222,0.0,0.0,
12.7,149.77122943611315,0.0,0.0,
12.8,86.760032942054,0.0,0.0,
12.9,159.15222505706197,0.0,0.0,
13.0,102.5108440652935,0.0,0.0,
13.1,115.95995390949886,0.0,0.0,
13.2,117.36458105500027,0.0,0.0,
13.3,108.99599226149189,0.0,0.0,
13.4,154.71314038574423,0.0,0.0,
13.5,79.93625767751162,0.0,0.0,
13.6,154.22452019814324,0.0,0.0,
13.7,66.90632514166792,0.0,0.0,
13.8,167.7547301788698,0.0,0.0,
13.9,73.95054747056419,0.0,0.0,
14.0,157.97348297758947,0.0,0.0,
14.1,161.3534272233754,0.0,0.0,
14.2,530.7783236298068,0.0,0.0,
14.3,1723.2245621168631,0.0,0.0,
14.4,1209.8219550102976,0.0,0.0,
14.5,326.67573470010984,0.0,0.0,
14.6,218.00946323578603,0.0,0.0,
14.7,153.27318155179302,0.0,0.0,
14.8,160.71497477646054,0.0,0.0,
14.9,130.12363474362925,0.0,0.0,
15.0,153.54201451012514,0.0,0.0,
15.1,141.64693162829718,0.0,0.0,
15.2,161.1911585003273,0.0,0.0,
15.3,114.54810735809727,0.0,0.0,
15.4,194.23828823877625,0.0,0.0,
15.5,119.86094771629256,0.0,0.0,
15.6,338.1023563375737,0.0,0.0,
15.7,573.4397363701214,0.0,0.0,
15.8,3421.521431578027,0.0,0.0,
15.9,6864.013646458889,0.0,0.0,
16.0,3847.886691522944,0.0,0.0,
16.1,452.1266043475389,0.0,0.0,
16.2,361.6445249502666,0.0,0.0,
16.3,148.00899496320335,0.0,0.0,
16.4,162.17778911261064,0.0,0.0,
16.5,114.4870649031249,0.0,0.0,
16.6,105.90171194620893,0.0,0.0,
16.7,98.14723860628533,0.0,0.0,
16.8,95.9118638123326,0.0,0.0,
16.9,77.98304646962652,0.0,0.0,
17.0,104.96342276566973,0.0,0.0,
17.1,98.85389268451769,0.0,0.0,
17.2,82.00829466772205,0.0,0.0,
17.3,120.91753985068875,0.0,0.0,
17.4,24.990670801825107,0.0,0.0,
17.5,120.88378261785824,0.0,0.0,
17.6,27.746583218187087,0.0,0.0,
17.7,96.70136624487199,0.0,0.0,
17.8,75.84548708584674,0.0,0.0,
17.9,34.28516331151357,0.0,0.0,
18.0,114.57925474719721,0.0,0.0,
18.1,20.67340064672231,0.0,0.0,
18.2,111.11741761235929,0.0,0.0,
18.3,30.650032744061086,0.0,0.0,
18.4,77.64009090127912,0.0,0.0,
18.5,72.75780967609097,0.0,0.0,
18.6,38.481914393035964,0.0,0.0,
18.7,86.29586869808782,0.0,0.0,
18.8,29.00375102527645,0.0,0.0,
18.9,82.29729920616757,0.0,0.0,
19.0,34.2813438287186,0.0,0.0,
19.1,53.64404710737735,0.0,0.0,
19.2,44.344536934807415,0.0,0.0,
19.3,37.35629269906772,0.0,0.0,
19.4,58.36456514733628,0.0,0.0,
19.5,44.14935405629577,0.0,0.0,
19.6,55.25893864442082,0.0,0.0,
19.7,27.58745288326985,0.0,0.0,
19.8,46.973013656940935,0.0,0.0,
19.9,36.19092111475291,0.0,0.0,
20.0,42.33495956680938,0.0,0.0,
20.1,49.399160939875,0.0,0.0,
20.2,46.035662277816456,0.0,0.0,
20.3,56.0860597828419,0.0,0.0,
20.4,34.76599875375045,0.0,0.0,
20.5,34.99390583350047,0.0,0.0,
20.6,42.985331207691274,0.0,0.0,
20.7,21.490710627465806,0.0,0.0,
20.8,49.66077433630918,0.0,0.0,
20.9,32.37979263197788,0.0,0.0,
21.0,24.146012020557876,0.0,0.0,
21.1,47.51497643232384,0.0,0.0,
21.2,14.692483914528495,0.0,0.0,
21.3,53.42662576422873,0.0,0.0,
21.4,10.619843185477896,0.0,0.0,
21.5,37.65463052628286,0.0,0.0,
21.6,37.2888293296012,0.0,0.0,
21.7,15.275815926062219,0.0,0.0,
21.8,55.85148407823984,0.0,0.0,
21.9,5.060661059963499,0.0,0.0,
22.0,56.82252398374887,0.0,0.0,
22.1,17.112039518127453,0.0,0.0,
22.2,22.72122589121674,0.0,0.0,
22.3,43.63392106608534,0.0,0.0,
22.4,4.143380902175668,0.0,0.0,
22.5,54.36776211689494,0.0,0.0,
22.6,2.2757740501278665,0.0,0.0,
22.7,31.279192433298554,0.0,0.0,
22.8,32.73612917001404,0.0,0.0,
22.9,11.644744767611826,0.0,0.0,
23.0,32.8278766999752,0.0,0.0,
23.1,19.94235830273807,0.0,0.0,
23.2,24.41129882878095,0.0,0.0,
23.3,21.977156955025276,0.0,0.0,
23.4,22.89468441181901,0.0,0.0,
23.5,23.84874123301038,0.0,0.0,
23.6,30.71497387853034,0.0,0.0,
23.7,22.509615137502127,0.0,0.0,
23.8,24.937064092682927,0.0,0.0,
23.9,21.233231463625774,0.0,0.0,
24.0,29.47052059872292,0.0,0.0,
24.1,21.527902402741063,0.0,0.0,
24.2,21.8731531838564,0.0,0.0,
24.3,30.071189999567473,0.0,0.0,
24.4,15.498846415650966,0.0,0.0,
24.5,23.283296657645145,0.0,0.0,
24.6,18.011508189017277,0.0,0.0,
24.7,25.544038209584173,0.0,0.0,
24.8,21.26659407304942,0.0,0.0,
24.9,21.783954330654154,0.0,0.0,
25.0,19.758453581514573,0.0,0.0,
25.1,23.19937686814526,0.0,0.0,
25.2,14.216104906745173,0.0,0.0,
25.3,17.67580377084959,0.0,0.0,
25.4,22.58471669770089,0.0,0.0,
25.5,11.323960344668894,0.0,0.0,
25.6,35.96046810278622,0.0,0.0,
25.7,3.8343103370777216,0.0,0.0,
25.8,23.999764282114057,0.0,0.0,
25.9,18.578221983236606,0.0,0.0,
26.0,8.415697260953456,0.0,0.0,
26.1,33.68527255248142,0.0,0.0,
26.2,6.917416391990014,0.0,0.0,
26.3,34.25715376260502,0.0,0.0,
26.4,15.740824242006829,0.0,0.0,
26.5,16.39126078735782,0.0,0.0,
26.6,31.62950408520453,0.0,0.0,
26.7,7.272280244396054,0.0,0.0,
26.8,25.333584387969225,0.0,0.0,
26.9,18.304047798849133,0.0,0.0,
27.0,13.485183624288528,0.0,0.0,
27.1,30.199047481094134,0.0,0.0,
27.2,4.944159952602012,0.0,0.0,
27.3,23.573240983348366,0.0,0.0,
27.4,19.62652726941406,0.0,0.0,
27.5,1.7370667695783868,0.0,0.0,
27.6,35.55804685180107,0.0,0.0,
27.7,6.671393968647775,0.0,0.0,
27.8,25.86882459446115,0.0,0.0,
27.9,17.04044671462188,0.0,0.0,
28.0,2.792784420021639,0.0,0.0,
28.1,36.04560239645901,0.0,0.0,
28.2,9.885148107931958,0.0,0.0,
28.3,34.36841003940216,0.0,0.0,
28.4,10.939069119014418,0.0,0.0,
28.5,14.014021671515097,0.0,0.0,
28.6,36.598856740888976,0.0,0.0,
28.7,3.3039906129058876,0.0,0.0,
28.8,40.95616213784121,0.0,0.0,
28.9,6.423887192802504,0.0,0.0,
29.0,9.073966450596442,0.0,0.0,
29.1,41.06442822451131,0.0,0.0,
29.2,9.672994611694019,0.0,0.0,
29.3,53.71060383188792,0.0,0.0,
29.4,15.670033318093552,0.0,0.0,
29.5,136.82610462653614,0.0,0.0,
29.6,365.5169579537169,0.0,0.0,
29.7,139.73392632182123,0.0,0.0,
29.8,90.70508121526213,0.0,0.0,
29.9,5.062475225432777,0.0,0.0,
30.0,54.67291220159798,0.0,0.0,
