X,Y,X_U,Y_U,
3.0,343.0000000000001,0.0,0.0,
3.1,312.0,0.0,0.0,
3.2,273.99999999999983,0.0,0.0,
3.3,226.99999999999977,0.0,0.0,
3.4,204.99999999999997,0.0,0.0,
3.5,170.0,0.0,0.0,
3.6,159.00000000000009,0.0,0.0,
3.7,138.00000000000003,0.0,0.0,
3.8,141.00000000000006,0.0,0.0,
3.9,128.99999999999997,0.0,0.0,
4.0,138.00000000000003,0.0,0.0,
4.1,136.00000000000006,0.0,0.0,
4.2,143.0,0.0,0.0,
4.3,133.0000000000001,0.0,0.0,
4.4,149.0000000000001,0.0,0.0,
4.5,147.00000000000006,0.0,0.0,
4.6,155.00000000000006,0.0,0.0,
4.7,156.99999999999991,0.0,0.0,
4.8,153.00000000000006,0.0,0.0,
4.9,155.0,0.0,0.0,
5.0,157.99999999999994,0.0,0.0,
5.1,162.00000000000017,0.0,0.0,
5.2,177.99999999999991,0.0,0.0,
5.3,174.0,0.0,0.0,
5.4,187.99999999999997,0.0,0.0,
5.5,173.99999999999997,0.0,0.0,
5.6,172.0,0.0,0.0,
5.7,182.0000000000001,0.0,0.0,
5.8,177.0,0.0,0.0,
5.9,182.9999999999998,0.0,0.0,
6.0,188.00000000000026,0.0,0.0,
6.1,183.0,0.0,0.0,
6.2,224.00000000000003,0.0,0.0,
6.3,291.0,0.0,0.0,
6.4,446.9999999999999,0.0,0.0,
6.5,383.99999999999994,0.0,0.0,
6.6,223.99999999999994,0.0,0.0,
6.7,228.9999999999998,0.0,0.0,
6.8,237.99999999999991,0.0,0.0,
6.9,248.99999999999994,0.0,0.0,
7.0,299.0,0.0,0.0,
7.1,679.0000000000002,0.0,0.0,
7.2,1794.9999999999998,0.0,0.0,
7.3,1095.0,0.0,0.0,
7.4,297.9999999999999,0.0,0.0,
7.5,250.00000000000006,0.0,0.0,
7.6,241.00000000000006,0.0,0.0,
7.7,245.99999999999994,0.0,0.0,
7.8,255.0,0.0,0.0,
7.9,250.99999999999994,0.0,0.0,
8.0,269.00000000000017,0.0,0.0,
8.1,261.99999999999983,0.0,0.0,
8.2,263.00000000000006,0.0,0.0,
8.3,266.00000000000006,0.0,0.0,
8.4,275.0,0.0,0.0,
8.5,281.0,0.0,0.0,
8.6,281.00000000000006,0.0,0.0,
8.7,266.00000000000017,0.0,0.0,
8.8,260.00000000000006,0.0,0.0,
8.9,277.0,0.0,0.0,
9.0,281.0,0.0,0.0,
9.1,274.0000000000001,0.0,0.0,
9.2,273.0,0.0,0.0,
9.3,270.99999999999994,0.0,0.0,
9.4,244.00000000000006,0.0,0.0,
9.5,241.0,0.0,0.0,
9.6,236.00000000000006,0.0,0.0,
9.7,232.0,0.0,0.0,
9.8,238.9999999999998,0.0,0.0,
9.9,233.99999999999991,0.0,0.0,
10.0,241.0000000000001,0.0,0.0,
