X,Y,X_U,Y_U,
3.0,1597.1810170972037,0.0,0.0,
3.1,1010.3767444998343,0.0,0.0,
3.2,822.7674209878865,0.0,0.0,
3.3,592.2112877871083,0.0,0.0,
3.4,470.79490910221375,0.0,0.0,
3.5,389.1635618289176,0.0,0.0,
3.6,337.1663645645643,0.0,0.0,
3.7,305.71527237138065,0.0,0.0,
3.8,273.1779133949912,0.0,0.0,
3.9,227.8715196706444,0.0,0.0,
4.0,200.29853908563933,0.0,0.0,
4.1,176.29238149054595,0.0,0.0,
4.2,143.41703446614343,0.0,0.0,
4.3,120.88271685543934,0.0,0.0,
4.4,111.69794970488232,0.0,0.0,
4.5,102.17423512682164,0.0,0.0,
4.6,101.03335820681039,0.0,0.0,
4.7,77.98223621518358,0.0,0.0,
4.8,72.99105160290536,0.0,0.0,
4.9,75.58904375898103,0.0,0.0,
5.0,79.77826471361047,0.0,0.0,
5.1,77.75784981274407,0.0,0.0,
5.2,80.4831217759097,0.0,0.0,
5.3,88.27370073865168,0.0,0.0,
5.4,102.01386267228993,0.0,0.0,
5.5,90.60490650098886,0.0,0.0,
5.6,100.94051270663708,0.0,0.0,
5.7,115.7547846532246,0.0,0.0,
5.8,109.75909772453862,0.0,0.0,
5.9,105.37162908069601,0.0,0.0,
6.0,101.5237160859337,0.0,0.0,
6.1,110.17869512371604,0.0,0.0,
6.2,105.5503046170734,0.0,0.0,
6.3,123.50247112027876,0.0,0.0,
6.4,113.86862652819025,0.0,0.0,
6.5,111.76336067539881,0.0,0.0,
6.6,108.25790882218942,0.0,0.0,
6.7,119.76068591442174,0.0,0.0,
6.8,119.02569651992657,0.0,0.0,
6.9,116.0898307784211,0.0,0.0,
7.0,117.261160073582,0.0,0.0,
7.1,124.72824530028899,0.0,0.0,
7.2,113.15570928029979,0.0,0.0,
7.3,117.69185305678846,0.0,0.0,
7.4,128.18399305569687,0.0,0.0,
7.5,127.5256809431433,0.0,0.0,
7.6,114.20571751043315,0.0,0.0,
7.7,115.97382328814925,0.0,0.0,
7.8,118.63551877977079,0.0,0.0,
7.9,127.59654615825247,0.0,0.0,
8.0,118.86024726362345,0.0,0.0,
8.1,113.41504007089088,0.0,0.0,
8.2,123.74764829836539,0.0,0.0,
8.3,124.86123635621252,0.0,0.0,
8.4,120.6217802815146,0.0,0.0,
8.5,119.7898214466525,0.0,0.0,
8.6,117.42195622663631,0.0,0.0,
8.7,125.6671067723416,0.0,0.0,
8.8,120.6228707496154,0.0,0.0,
8.9,126.5227431638317,0.0,0.0,
9.0,178.5543015213104,0.0,0.0,
9.1,260.8170133082683,0.0,0.0,
9.2,310.9121169432304,0.0,0.0,
9.3,185.36695927766755,0.0,0.0,
9.4,151.10036243095055,0.0,0.0,
9.5,150.74190921644768,0.0,0.0,
9.6,150.26924037890646,0.0,0.0,
9.7,138.0063773162006,0.0,0.0,
9.8,134.98192022374897,0.0,0.0,
9.9,146.25412629333456,0.0,0.0,
